CODFILIAL,CHAPA,NOME,FUNCAO,CNES,SECAO,DATAADMISSAO,SITUAÇÃO RM,HORÁRIO,MOTIVOADMISSAO,FILIAL,CARGAMENSAL,CARGASEMANAL,LICINICIO,LICFIM,STATUS,DATADEMISSAO
40,40005834,CLEAVLAND WILFLINGER,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2018-08-08,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005835,LEUPOLD BRUIN,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2019-09-23,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005836,FOWLER PHILLIPHS,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2018-07-23,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005837,MELITTA HIXSON,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2014-10-20,Ativo,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005838,NAT MUNSLOW,COORDENADOR DE ATENÇÃO À SAÚDE II        ,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2014-02-01,Ativo,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40005839,DAVON VALE,TÉCNICO EM EDIFICAÇÕES,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2023-03-06,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-22,2024-08-04,Férias,
40,40005840,ERMA LEGG,COORDENADOR DE INTERLOCUÇÃO MÉDICA,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2017-05-15,Ativo,SEG - 07:30 11:30/ TER A QUI - 07:30 11:30 12:30 16:00/ SEX - 07:30 11:00,REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005841,CHRISTOPH FAIRLEM,ANALISTA DE EDUCAÇÃO EM SAÚDE,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2022-08-22,Ativo,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-15,2024-08-03,Férias,
40,40005843,WALSH RADDAN,GERENTE DE UNIDADE DE SAÚDE I,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JOSÉ DE ANCHIETA,2014-03-17,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40005845,NINNETTA DE CRUZ,GERENTE DE UNIDADE DE SAÚDE I,NÃO PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO TRINDADE,2020-09-09,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-29,2024-08-12,Férias,
40,40005846,TALLIA MOODY,SUPERVISOR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2021-10-04,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-09,2024-08-09,Atestado,
40,40005846,TALLIA MOODY,SUPERVISOR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2021-10-04,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-09-03,2024-09-07,Af.Previdência,
40,40005847,MAXIMILIAN WINSLET,SUPERVISOR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2023-05-02,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005852,RAMONDA RODWAY,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2020-03-16,Ativo,12:00 - 16:00 - 17:00 - 21:00 (SEG. Á SEX.),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005853,BREENA PATRONI,FARMACÊUTICO,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2014-07-21,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-22,2024-08-05,Férias,
40,40005854,SHER ARSTALL,FISIOTERAPEUTA,PERTENCE A EQUIPE MÍNIMA,EMAD / EMAP JARDIM MARINGÁ,2023-10-09,Ativo,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,150,30,2024-09-02,2024-09-02,Af.Previdência,
40,40005855,FRANCISKUS UDDEN,MÉDICO GINECOLOGISTA,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2023-10-16,Ativo,SEX - 07:00 12:00 13:00 18:00,REPOSIÇÃO DE VAGA,40-PENHA,50,10,,,Ativo,
40,40005856,ZABRINA SMALECOMBE,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,AMA MAURICE PATE,2023-10-16,Ativo,13:00 - 16:00 - 16:15 - 19:15   (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005861,MERVIN GABBATT,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2023-10-16,Ativo,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005862,IONA ALLDRIDGE,FONOAUDIÓLOGO,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2023-10-16,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40005863,GRETAL SPRABERRY,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2023-10-16,Ativo,06:45 - 10:00 - 10:15 - 13:00 (SEG)/ 10:45 - 14:00 - 14:15 - 17:00 (TER À SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-12,2024-08-12,Af.Previdência,
40,40005863,GRETAL SPRABERRY,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2023-10-16,Ativo,06:45 - 10:00 - 10:15 - 13:00 (SEG)/ 10:45 - 14:00 - 14:15 - 17:00 (TER À SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-14,2024-08-27,Af.Previdência,
40,40005864,CON DOCKSEY,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2023-10-16,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-05,2024-08-05,Af.Previdência,
40,40005864,CON DOCKSEY,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2023-10-16,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-08,2024-08-10,Af.Previdência,
40,40005864,CON DOCKSEY,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2023-10-16,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-31,2024-09-03,Atestado,
40,40005865,SIMEON WANLEY,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS CANGAÍBA - DR. CARLOS GENTILE DE MELLO,2023-10-16,Ativo,12:45 - 16:00 - 16:15 - 19:00   (SEG A SAB)_x000D_,COBERTURA DE AFASTADO,40-PENHA,180,36,,,Ativo,
40,40005866,CAREY IOANNOU,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS CANGAÍBA - DR. CARLOS GENTILE DE MELLO,2023-10-16,Ativo,12:45 - 16:00 - 16:15 - 19:00   (SEG A SAB)_x000D_,REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005869,OLLIE HUSH,FARMACÊUTICO,PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2023-10-16,Ativo,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005870,MARTICA LYMER,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,UBS VILA MATILDE,2023-10-16,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-02,2024-08-02,Af.Previdência,
40,40005871,DION BERI,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-10-16,Ativo,"06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA_x000D_
",REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005872,ROSELLA HADLINGTON,FARMACÊUTICO,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2016-04-07,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40005875,ARIELA SCROWBY,TÉCNICO FARMÁCIA,,AMA PADRE MANOEL DA NÓBREGA,2020-06-22,Ativo,10:00 - 13:00 - 13:15 - 16:15 (SEG A SAB),COBERTURA DE AFASTADO,40-PENHA,180,36,,,Ativo,
40,40005876,ARLIENE DOFTY,FARMACÊUTICO,NÃO PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2010-07-21,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,150,30,,,Ativo,
40,40005877,PEYTER SARGEAUNT,FONOAUDIÓLOGO,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-08-21,Ativo,13:00 - 17:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-07-30,2024-08-02,Af.Previdência,
40,40005878,GRANTLEY PRICE,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,CAPS ALCOOL E DROGAS II CANGAIBA,2020-06-15,Ativo,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-27,2024-08-27,Af.Previdência,
40,40005878,GRANTLEY PRICE,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,CAPS ALCOOL E DROGAS II CANGAIBA,2020-06-15,Ativo,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-09-04,2024-09-04,Af.Previdência,
40,40005879,HARLIN CHIPPIN,SUPERVISOR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2021-04-08,Ativo,19:00 - 01:00 - 02:00 - 07:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-20,2024-08-21,Af.Previdência,
40,40005879,HARLIN CHIPPIN,SUPERVISOR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2021-04-08,Ativo,19:00 - 01:00 - 02:00 - 07:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-29,2024-09-11,Atestado,
40,40005881,GERTRUDA SNAWDON,ORIENTADOR DE FLUXO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-11-06,Ativo,10:00 - 15:00 - 16:00 - 19:00 (TER. Á SAB.),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-09,2024-08-10,Atestado,
40,40005882,GAYLER ELSDON,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-11-06,Ativo,15:45 - 19:00 - 19:15 - 22:00 (SEG A DOM.) - CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005883,LARINE EUNSON,TÉCNICO FARMÁCIA,PERTENCE A EQUIPE MÍNIMA,CAPS ÁLCOOL E DROGAS III PENHA,2023-11-06,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005887,JUSTIN BANISHEVITZ,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,AMA CHÁCARA CRUZEIRO DO SUL,2023-11-06,Ativo,13:00 - 16:00 - 16:15 - 19:15   (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005889,WEBER MOAT,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2023-11-06,Ativo,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-22,2024-08-23,Af.Previdência,
40,40005892,VALENCIA SOUTHON,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2023-11-06,Ativo,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-19,2024-08-19,Af.Previdência,
40,40005892,VALENCIA SOUTHON,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2023-11-06,Ativo,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-09-02,2024-09-06,Af.Previdência,
40,40005893,AURIE EARWICKER,MÉDICO VASCULAR - HC,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-11-06,Ativo,HOR QUI - 13:00 16:00 16:15 19:00,AUMENTO DE QUADRO,40-PENHA,30,6,,,Ativo,
40,40005895,DELANO CALFE,ENFERMEIRO ESF,PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2023-11-06,Ativo,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005896,ERNESTUS LANGFORTH,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2023-11-06,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,150,30,,,Ativo,
40,40005901,RED TOURET,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS VILA MATILDE,2023-11-06,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005903,STACIE LANCETTER,TERAPEUTA OCUPACIONAL,PERTENCE A EQUIPE MÍNIMA,UBS CHÁCARA CRUZEIRO DO SUL,2023-11-06,Ativo,07:00 - 11:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-08-16,2024-08-19,Af.Previdência,
40,40005904,ELLENE KEAM,MÉDICO PEDIATRA,PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2023-11-06,Ativo,SEG - 12:45 15:00 15:15 19:00/ TER - 08:00 12:00 13:00 17:00/ QUA - 08:00 11:00 11:15 14:15,REPOSIÇÃO DE VAGA,40-PENHA,100,20,,,Ativo,
40,40005905,AVERILL LAVERACK,MÉDICO CLÍNICO GERAL,PERTENCE A EQUIPE MÍNIMA,EMAD VILA GRANADA,2023-11-06,Ativo,SEG E QUA - 08:00 12:00 13:00 19:00,REPOSIÇÃO DE VAGA,40-PENHA,100,20,,,Ativo,
40,40005906,JEROMY STIRRUP,MÉDICO ENDOCRINOLOGISTA - HC,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-11-14,Ativo,07:00 - 10:00 - 10:15 - 13:00 (TER.),REPOSIÇÃO DE VAGA,40-PENHA,30,6,,,Ativo,
40,40005907,OREN MARVEN,FONOAUDIÓLOGO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-11-06,Ativo,08:00 - 12:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,100,20,2024-08-20,2024-08-20,Af.Previdência,
40,40005909,OFILIA IVORY,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2023-11-06,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005910,RONNY TATHACOTT,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2023-11-06,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-14,2024-08-16,Af.Previdência,
40,40005910,RONNY TATHACOTT,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2023-11-06,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-17,2024-08-20,Af.Previdência,
40,40005910,RONNY TATHACOTT,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2023-11-06,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-21,2024-08-21,Af.Previdência,
40,40005910,RONNY TATHACOTT,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2023-11-06,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-22,2024-08-28,Af.Previdência,
40,40005910,RONNY TATHACOTT,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2023-11-06,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-29,2024-09-03,Af.Previdência,
40,40005911,GERTA AUDUS,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005912,JENNIE BOWES,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005914,VACHEL SIGNORELLI,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,AMA VILA SILVIA,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005915,JUIETA RYE,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005917,BENYAMIN KEATCH,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,CER PARQUE ARTHUR ALVIM,2023-11-13,Ativo,13:00 - 16:00 - 16:15 - 19:00 (SEG. À SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-20,2024-08-22,Af.Previdência,
40,40005918,DRUSILLA DORSET,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005919,JEWEL SKYDALL,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO TRINDADE,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005920,JODY LINCKE,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-05,2024-08-06,Af.Previdência,
40,40005920,JODY LINCKE,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-07,2024-08-08,Atestado,
40,40005920,JODY LINCKE,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-12,2024-08-13,Af.Previdência,
40,40005921,RAFFAELLO BALAS,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-21,2024-08-21,Af.Previdência,
40,40005923,CISSIEE LEREGO,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-06,2024-08-07,Atestado,
40,40005923,CISSIEE LEREGO,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-20,2024-08-20,Af.Previdência,
40,40005923,CISSIEE LEREGO,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-22,2024-08-22,Atestado,
40,40005923,CISSIEE LEREGO,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-23,2024-08-23,Atestado,
40,40005924,STEVANA HATCHETTE,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-09-02,2024-09-02,Af.Previdência,
40,40005924,STEVANA HATCHETTE,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2023-11-13,Ativo,08:00 11:15 11:30 14:00 (SEG. À SEX.) ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-09-03,2024-09-07,Af.Previdência,
40,40005925,INESSA KNAPMAN,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-21,2024-08-21,Af.Previdência,
40,40005926,CANDIE MCCARRON,APRENDIZ,PERTENCE A EQUIPE MÍNIMA,UBS PADRE MANOEL DA NÓBREGA,2023-11-13,Ativo,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-09-02,2024-09-03,Af.Previdência,
40,40005928,CATRIONA REEVE,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2023-11-21,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-12,2024-08-13,Af.Previdência,
40,40005929,VASILY BONCOEUR,TÉCNICO DE SEGURANÇA DO TRABALHO,PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2023-11-21,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-20,2024-08-21,Atestado,
40,40005929,VASILY BONCOEUR,TÉCNICO DE SEGURANÇA DO TRABALHO,PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2023-11-21,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-22,2024-08-25,Af.Previdência,
40,40005930,FABIAN ARTHUR,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2023-11-21,Ativo,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
