rel_2141_CNES,rel_2141_UNIDADE,rel_2141_NOME,rel_2141_CARGO,rel_2141_DT_ADMISSAO,rel_2141_DT_DEMISSAO,rel_2141_prof_ID,rel_2141_HORARIO,rel_2141_JORNADA,rel_2141_STATUS,LEGAL_ABSENCES
2788926,EMAD VILA GRANADA,AVERILL LAVERACK,MEDICO CLINICO GERAL,2023-11-06,,40005905,SEG E QUA - 08:00 12:00 13:00 19:00,20,Ativo,
2751933,HOSPITAL DIA PENHA,JEROMY STIRRUP,MEDICO ENDOCRINOLOGISTA,2023-11-14,,40005906,07:00 - 10:00 - 10:15 - 13:00 (TER.),6,Ativo,
2751933,HOSPITAL DIA PENHA,OREN MARVEN,FONOAUDIOLOGO,2023-11-06,,40005907,08:00 - 12:00 (SEG A SEX),20,Ativo,Atestado: 20/08/2024
2786753,UBS DR. ANTONIO P. F. VILALLOBO,OFILIA IVORY,AGENTE COMUNITARIO DE SAUDE,2023-11-06,,40005909,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2786729,UBS A. E. DE CARVALHO,RONNY TATHACOTT,AUXILIAR DE SAUDE BUCAL,2023-11-06,,40005910,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 14/08/2024 a 03/09/2024
2786923,UBS CIDADE PATRIARCA,GERTA AUDUS,APRENDIZ,2023-11-13,,40005911,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,
7270941,UBS JARDIM MARINGA,JENNIE BOWES,APRENDIZ,2023-11-13,,40005912,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,
6592899,AMA VILA SILVIA,VACHEL SIGNORELLI,APRENDIZ,2023-11-13,,40005914,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,JUIETA RYE,APRENDIZ,2023-11-13,,40005915,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,
9844597,CER PARQUE ARTHUR ALVIM,BENYAMIN KEATCH,APRENDIZ,2023-11-13,,40005917,13:00 - 16:00 - 16:15 - 19:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,Atestado: 20/08/2024 a 22/08/2024
7270941,UBS JARDIM MARINGA,DRUSILLA DORSET,APRENDIZ,2023-11-13,,40005918,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,
2787032,UBS ENGENHEIRO TRINDADE,JEWEL SKYDALL,APRENDIZ,2023-11-13,,40005919,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,
2788888,UBS EMILIO SANTIAGO,JODY LINCKE,APRENDIZ,2023-11-13,,40005920,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 05/08/2024 a 08/08/2024 | Atestado: 12/08/2024 a 13/08/2024
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,RAFFAELLO BALAS,APRENDIZ,2023-11-13,,40005921,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 21/08/2024
2027070,AMA PADRE MANOEL DA NOBREGA,CISSIEE LEREGO,APRENDIZ,2023-11-13,,40005923,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,Atestado: 06/08/2024 a 07/08/2024 | Atestado: 20/08/2024 | Atestado: 22/08/2024 a 23/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,STEVANA HATCHETTE,APRENDIZ,2023-11-13,,40005924,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 02/09/2024 a 07/09/2024
2787776,UBS JARDIM SAO FRANCISCO,INESSA KNAPMAN,APRENDIZ,2023-11-13,,40005925,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,Atestado: 21/08/2024
2027070,UBS PADRE MANOEL DA NOBREGA,CANDIE MCCARRON,APRENDIZ,2023-11-13,,40005926,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,Atestado: 02/09/2024 a 03/09/2024
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,CATRIONA REEVE,AUXILIAR ADMINISTRATIVO,2023-11-21,,40005928,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 12/08/2024 a 13/08/2024
2751933,HOSPITAL DIA PENHA,FABIAN ARTHUR,AUXILIAR ADMINISTRATIVO,2023-11-21,,40005930,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2786923,UBS CIDADE PATRIARCA,STEPHINE DAVY,TECNICO FARMACIA,2023-11-21,,40005934,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 06/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,ETHEL ZAPATER,TECNICO FARMACIA,2023-11-21,,40005935,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,
2786923,UBS CIDADE PATRIARCA,KELSEY SCIUSSCIETTO,FARMACEUTICO,2023-11-21,,40005936,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,Atestado: 27/08/2024 a 30/08/2024
2751933,HOSPITAL DIA PENHA,LINN CORWOOD,TECNICO DE ENFERMAGEM,2023-11-21,,40005937,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,Atestado: 12/08/2024 | Atestado: 16/08/2024 a 18/08/2024 | Atestado: 29/08/2024
2751933,HOSPITAL DIA PENHA,LUELLA ILCHENKO,TECNICO DE ENFERMAGEM,2023-11-21,,40005938,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2751933,HOSPITAL DIA PENHA,RODOLPH NOVOTNA,AUXILIAR ADMINISTRATIVO,2023-11-21,,40005941,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,Atestado: 19/08/2024
2751933,HOSPITAL DIA PENHA,QUINTINA ATMORE,AUXILIAR ADMINISTRATIVO,2023-11-21,,40005942,06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA,36,Ativo,
7270941,UBS JARDIM MARINGA,CLOVIS BAVERSTOCK,AUXILIAR DE SAUDE BUCAL,2023-11-21,,40005943,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,ADELICE KARPPI,TECNICO FARMACIA,2023-11-21,,40005944,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2751933,HOSPITAL DIA PENHA,YVONNE ROUNDTREE,MEDICO NEUROLOGISTA INFANTIL,2023-11-21,2024-08-13,40005945,HOR SEG E TER 07:00 12:00 13:00 15:00,16,Demitido,
9688463,CAPS ALCOOL E DROGAS II CANGAIBA,ELOISA PAWELSKI,PSICOLOGO,2021-09-01,,40005946,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Férias: 15/07/2024 a 03/08/2024 | Atestado: 30/08/2024
2751933,HOSPITAL DIA PENHA,GOLDARINA RIDEWOOD,AUXILIAR ADMINISTRATIVO,2020-08-03,,40005947,14:00 - 17:00 - 17:15 - 20:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,ELSE DE ROECK,MEDICO GENERALISTA,2022-01-05,,40005948,SEG A QUI - 08:00 12:00 13:00 19:00,40,Ativo,Atestado: 28/08/2024 a 29/08/2024
2788721,UBS VILA ARICANDUVA,MAURE CASO,GERENTE DE UNIDADE DE SAUDE,2020-12-14,,40005950,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,FEDERICO AGIRRE,TECNICO DE ENFERMAGEM,2023-12-04,,40005952,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Af.Previdência,Atestado: 05/08/2024 a 19/08/2024 | Af.Ac.Trabalho: A partir de 20/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BENEDICT ABELS,AUXILIAR DE ENFERMAGEM,2023-12-04,,40005953,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Atestado: 03/08/2024 a 16/08/2024 | Atestado: 22/08/2024
2751933,HOSPITAL DIA PENHA,JUD ALLPRESS,TECNICO DE ENFERMAGEM,2023-12-04,,40005954,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,Atestado: 15/08/2024 a 17/08/2024
2787776,UBS JARDIM SAO FRANCISCO,WINIFIELD GOOCH,TECNICO FARMACIA,2023-12-04,,40005958,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,BRIETTA HOWFORD,AUXILIAR ADMINISTRATIVO,2023-12-04,,40005959,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,ADENA BOYES,FISIOTERAPEUTA,2023-12-04,,40005961,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,Af.Previdência: 02/07/2024 a 13/08/2024
9844597,CER PARQUE ARTHUR ALVIM,ETAN WHEATLEY,FISIOTERAPEUTA,2023-12-04,2024-08-15,40005962,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Demitido,
2751933,HOSPITAL DIA PENHA,LINNIE MESSINGHAM,AUXILIAR ADMINISTRATIVO,2023-12-04,2024-08-16,40005963,06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA,36,Demitido,Atestado: 03/08/2024 a 09/08/2024
2787776,UBS JARDIM SAO FRANCISCO,ALICEA HEANEY,TECNICO FARMACIA,2023-12-04,,40005964,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 31/07/2024 a 04/08/2024 | Atestado: 30/08/2024
3304566,UAA - MASCULINA PENHA,BLANCH IZAKSON,AGENTE REDUTOR DE DANOS,2023-12-04,,40005965,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,Atestado: 14/08/2024
2788721,UBS VILA ARICANDUVA,KORNEY PALLESEN,ENFERMEIRO,2023-12-04,,40005966,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,NEIL BUDIBENT,TECNICO DE ENFERMAGEM,2023-12-04,,40005967,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2787032,UBS ENGENHEIRO TRINDADE,TERREL NERGER,APRENDIZ,2023-12-04,,40005968,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 26/08/2024 | Atestado: 29/08/2024 a 30/08/2024
6592899,AMA VILA SILVIA,ADE BENOI,AUXILIAR ADMINISTRATIVO,2023-12-04,,40005970,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Ativo,Atestado: 09/08/2024
2752328,UBS PARQUE ARTHUR ALVIM,REETA HAYTHORNE,AUXILIAR ADMINISTRATIVO,2023-12-04,,40005972,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2752328,UBS PARQUE ARTHUR ALVIM,HARRIET SMEWINGS,AUXILIAR ADMINISTRATIVO,2023-12-04,,40005974,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,RENATO VAISSIERE,APRENDIZ,2023-12-11,,40005982,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 26/08/2024 a 27/08/2024
2752328,UBS PARQUE ARTHUR ALVIM,HADLEE CURMAN,AUXILIAR DE ENFERMAGEM,2023-12-11,,40005983,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,
2752328,UBS PARQUE ARTHUR ALVIM,ROANNE JEANIN,AUXILIAR DE ENFERMAGEM,2023-12-11,,40005984,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,
2752328,UBS PARQUE ARTHUR ALVIM,DOMINIQUE MCCOTTER,DENTISTA CLINICO,2023-12-11,,40005987,15:00 - 19:00 (SEG. A SEX.),20,Ativo,Atestado: 22/08/2024 a 23/08/2024 | Atestado: 26/08/2024 | Atestado: 30/08/2024
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,ROMA HUGNIN,DENTISTA CLINICO,2023-12-11,,40005989,15:00 - 19:00 (SEG. A SEX.),20,Ativo,
2752328,UBS PARQUE ARTHUR ALVIM,ROXANE ISKOWER,FARMACEUTICO,2023-12-11,,40005990,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 16/08/2024 a 20/08/2024
2752328,UBS PARQUE ARTHUR ALVIM,KELLEY GARRIQUE,TECNICO FARMACIA,2023-12-11,,40005991,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,JOB DOCKERY,APRENDIZ,2023-12-11,,40005992,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,
2027070,UBS PADRE MANOEL DA NOBREGA,KAIA DAWKINS,APRENDIZ,2023-12-11,,40005994,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 19/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BRADAN CRUIKSHANK,APRENDIZ,2023-12-11,,40005995,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,
4049926,UBS JOSE DE ANCHIETA,MARITA DORRAN,APRENDIZ,2023-12-11,,40005996,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,
6194990,UBS CHACARA CRUZEIRO DO SUL,BAILEY CHICK,APRENDIZ,2023-12-11,,40005997,SEG A SEX - 07:00 10:00 10:15 13:00,30,Ativo,Atestado: 21/08/2024 a 22/08/2024
2787806,UBS JARDIM SAO NICOLAU,SABA MCELHARGY,APRENDIZ,2023-12-11,,40005998,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,Atestado: 05/08/2024 a 08/08/2024 | Atestado: 27/08/2024 a 02/09/2024
6592899,UBS VILA SILVIA,MADELON BURCHNALL,APRENDIZ,2023-12-11,,40005999,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 09/08/2024
2786753,UBS DR. ANTONIO P. F. VILALLOBO,EVELIN CASTELLANI,APRENDIZ,2023-12-11,,40006000,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,
6194990,AMA CHACARA CRUZEIRO DO SUL,THADEUS AIZLEWOOD,APRENDIZ,2023-12-11,,40006001,SEG A SEX - 07:00 10:00 10:15 13:00,30,Ativo,
6387640,CAPS INFANTO-JUVENIL III PENHA,LORNA MEEGAN,OFICINEIRO,2023-12-11,,40006002,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,Atestado: 31/07/2024 a 01/08/2024
2788721,UBS VILA ARICANDUVA,EGOR DE'ATH,MEDICO PSIQUIATRA,2023-12-11,,40006003,SEG E QUA - 08:00 11:00 11:15 13:15/ TER E QUI - 08:00 13:00 14:00 19:00,30,Ativo,Atestado: 08/08/2024 a 09/08/2024 | Atestado: 29/08/2024
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,CAROLYNN RAGGITT,ENFERMEIRO,2023-12-11,,40006004,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,
2042827,AMA JARDIM NORDESTE - 24 HS,GENOVERA EARNEY,TECNICO FARMACIA,2023-11-06,,40006010,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,
2751933,HOSPITAL DIA PENHA,GIBB ECCLESHALL,TECNICO DE ENFERMAGEM,2023-12-26,,40006012,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,Atestado: 08/08/2024 a 11/08/2024
2751933,HOSPITAL DIA PENHA,DARYLE DU FRAY,TECNICO DE ENFERMAGEM,2023-12-26,,40006013,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2786923,UBS CIDADE PATRIARCA,SANDY MCKEAVENEY,AUXILIAR DE ENFERMAGEM,2023-12-26,,40006014,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Ativo,
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,FLORINA GODAR,FISIOTERAPEUTA,2023-12-26,,40006016,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,
2787776,UBS JARDIM SAO FRANCISCO,SOLLIE BALDREE,NUTRICIONISTA,2023-12-26,,40006017,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,BEARNARD BRAGGE,FISIOTERAPEUTA,2023-12-26,,40006019,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,
2751933,HOSPITAL DIA PENHA,ORLAND DUBS,TECNICO DE ENFERMAGEM,2023-12-26,,40006020,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,DURANTE BTHAM,ACOMPANHANTE COMUNITARIO,2023-12-26,,40006021,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,KERRIN BEHRENS,AUXILIAR DE SAUDE BUCAL,2023-12-26,,40006023,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
7270941,UBS JARDIM MARINGA,TOMMY PIEGROME,TECNICO DE ENFERMAGEM,2021-05-03,,40006024,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,CARLA CHERRY,AUXILIAR ADMINISTRATIVO,2023-02-06,,40006025,09:30 - 13:00 - 14:00 - 18:30 (SEG A SEX),40,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,KONRAD MATTISSON,EDUCADOR FISICO,2022-03-01,,40006027,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Férias: 12/08/2024 a 26/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,CODEE PAGGITT,COORDENADOR DE INTERLOCUCAO MEDICA,2018-12-18,,40006028,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
5268125,AMA MAURICE PATE,TANIA BIGNOLD,AUXILIAR DE ENFERMAGEM,2023-12-26,,40006029,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,Atestado: 05/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,CHANDLER VASYAEV,TECNICO FARMACIA,2024-01-08,,40006031,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,
2751933,HOSPITAL DIA PENHA,MELISANDRA HABIN,TECNICO DE ENFERMAGEM,2024-01-08,2024-08-15,40006032,13:00-16:00-16:15-19:15 (6X1),36,Demitido,
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,BETTY CLEWES,APRENDIZ,2024-01-08,,40006033,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,
2788888,UBS EMILIO SANTIAGO,HILDY PABEL,AUXILIAR DE SAUDE BUCAL,2024-01-11,,40006034,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,Licença Mater.: 21/06/2024 a 16/04/2025
2787806,UBS JARDIM SAO NICOLAU,TORY LEFTBRIDGE,APRENDIZ,2024-01-08,,40006035,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 13/08/2024 a 14/08/2024
2752328,UBS PARQUE ARTHUR ALVIM,IVORY PANTRY,DENTISTA CLINICO,2024-01-08,,40006036,07:00 - 11:00 (SEG A SEX),20,Ativo,
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,CHERIN SCURRELL,APRENDIZ,2024-01-08,,40006038,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 21/08/2024
4049926,UBS JOSE DE ANCHIETA,MARGEAUX PEPON,TECNICO FARMACIA,2023-05-02,,40006042,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 14/08/2024 a 15/08/2024 | Atestado: 19/08/2024 | Atestado: 30/08/2024
2788888,UBS EMILIO SANTIAGO,GORDON CARVILLA,DENTISTA CLINICO,2024-01-08,,40006045,13:00 - 17:00 (SEG A SEX),20,Ativo,
2751933,HOSPITAL DIA PENHA,KIRSTENI SPERRING,TECNICO DE ENFERMAGEM,2024-01-08,,40006047,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,
2751933,HOSPITAL DIA PENHA,DELANO ELVINS,MEDICO VASCULAR,2024-01-11,,40006048,HOR QUI - 07:00 12:00 13:00 19:00/ SEG - 07:00 12:00 13:00 17:00 - QNZ,18,Ativo,
6592899,P.A.I AMA/UBS INTEGRADA VILA SILVIA,NINETTA SHRIGLEY,MEDICO CLINICO GERAL,2024-01-08,,40006049,QUA E SEX - 07:00 12:00 13:00 18:00,20,Ativo,
2752328,UBS PARQUE ARTHUR ALVIM,DAVINE CREASER,MEDICO CLINICO GERAL,2024-01-11,,40006050,QUA E SEX - 08:00 13:00 14:00 19:00,20,Ativo,
2752328,UBS PARQUE ARTHUR ALVIM,XAVIERA LISCIANDRI,AUXILIAR DE ENFERMAGEM,2024-01-08,,40006051,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,HERMINA SCHULTZ,ASSISTENTE ADMINISTRATIVO,2020-02-03,,40006052,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),40,Ativo,
4049926,UBS JOSE DE ANCHIETA,GAYE JANEK,MEDICO CLINICO GERAL,2024-01-08,,40006053,SEG E SEX - 07:00 12:00 13:00 18:00,20,Ativo,Atestado: 19/08/2024 | Atestado: 30/08/2024
5268125,AMA MAURICE PATE,ERNIE BRIDGEWOOD,AUXILIAR DE ENFERMAGEM,2024-01-08,,40006054,06:45 - 10:00 - 10:15 - 13:00 (SEG A SAB),36,Ativo,
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,WYLIE WEATHERS,AUXILIAR ADMINISTRATIVO,2024-01-08,,40006055,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
4049926,UBS JOSE DE ANCHIETA,BERTIE TOLLEY,MEDICO GINECOLOGISTA,2024-01-11,,40006056,SEG - 08:00 12:00 13:00 19:00,10,Ativo,Atestado: 05/08/2024 a 06/08/2024
4049926,UBS JOSE DE ANCHIETA,SENA HEGGIE,ENFERMEIRO,2024-01-08,,40006057,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,TIMOTHEUS WINDRAM,AUXILIAR ADMINISTRATIVO,2024-01-08,,40006058,10:00 - 13:00 - 13:15 - 16:15 (SEG A SAB),36,Ativo,Atestado: 29/08/2024
6194990,UBS CHACARA CRUZEIRO DO SUL,HELENE KLEINPLATZ,AGENTE COMUNITARIO DE SAUDE,2024-01-08,,40006059,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,Licença Mater.: 16/08/2024 a 11/06/2025
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,GLEN BLAGBROUGH,ASSISTENTE SOCIAL,2024-01-08,,40006060,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,
6592899,P.A.I AMA/UBS INTEGRADA VILA SILVIA,ARTUS ENTWISLE,COORDENADOR DE EQUIPE DE SAUDE,2024-01-08,,40006061,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,SHAWNEE ESCALERA,AUXILIAR ADMINISTRATIVO,2024-01-08,,40006062,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 30/07/2024 a 01/08/2024
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,WOODROW BOTHWELL,AUXILIAR ADMINISTRATIVO,2024-01-08,,40006065,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,JANIFER BLOWES,AUXILIAR DE ENFERMAGEM,2024-01-08,,40006066,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,Atestado: 07/08/2024 | Atestado: 15/08/2024
4049926,UBS JOSE DE ANCHIETA,CHARMAIN JOZWIK,FARMACEUTICO,2024-01-08,,40006067,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,Atestado: 07/08/2024 a 08/08/2024
2751933,HOSPITAL DIA PENHA,DONNAJEAN SCURR,MEDICO CARDIOLOGISTA,2024-01-11,,40006069,HOR SEX - 13:00 16:00 16:15 19:00,6,Ativo,
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,LARINE HARTNESS,FARMACEUTICO,2024-01-11,,40006072,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,GALE DELHAY,AUXILIAR ADMINISTRATIVO,2024-01-08,,40006073,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,VICKIE RISELY,AUXILIAR DE ENFERMAGEM,2024-01-08,,40006074,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,REETA DUPOY,ENFERMEIRO ESF,2024-01-22,,40006079,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 06/08/2024 a 08/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,BERGET TORTOISE,APRENDIZ,2024-01-22,,40006081,13:00 - 16:00 - 16:15 - 19:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,
4049926,UBS JOSE DE ANCHIETA,TERZA IVES,DENTISTA CLINICO,2024-01-22,,40006082,15:00 - 19:00 (SEG. A SEX.),20,Ativo,Atestado: 12/08/2024 | Atestado: 14/08/2024 a 15/08/2024
3382613,CEO II PENHA - CENTRO DE ESPECIALIDADES,NICHOLAS HARBAGE,AUXILIAR DE SAUDE BUCAL,2024-01-22,,40006083,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,LANE EWENCE,AUXILIAR DE ENFERMAGEM,2024-01-22,,40006084,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,
7641974,CER III PENHA,EDYTHE COTSFORD,APRENDIZ,2024-01-22,,40006086,13:00 - 16:00 - 16:15 - 19:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,
