rel_2141_CNES,rel_2141_UNIDADE,rel_2141_NOME,rel_2141_CARGO,rel_2141_DT_ADMISSAO,rel_2141_DT_DEMISSAO,rel_2141_prof_ID,rel_2141_HORARIO,rel_2141_JORNADA,rel_2141_STATUS,rel_2141_LICINICIO,rel_2141_LICFIM,rel_2141_AUSENCIA
2751933,HOSPITAL DIA PENHA,LINN CORWOOD,TECNICO DE ENFERMAGEM,2023-11-21,,40005937,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-12,2024-08-12,Atestado
2751933,HOSPITAL DIA PENHA,LINN CORWOOD,TECNICO DE ENFERMAGEM,2023-11-21,,40005937,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-16,2024-08-18,Atestado
2751933,HOSPITAL DIA PENHA,LINN CORWOOD,TECNICO DE ENFERMAGEM,2023-11-21,,40005937,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-29,2024-08-29,Atestado
2751933,HOSPITAL DIA PENHA,RODOLPH NOVOTNA,AUXILIAR ADMINISTRATIVO,2023-11-21,,40005941,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-08-19,2024-08-19,Atestado
9688463,CAPS ALCOOL E DROGAS II CANGAIBA,ELOISA PAWELSKI,PSICOLOGO,2021-09-01,,40005946,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-15,2024-08-03,Férias
9688463,CAPS ALCOOL E DROGAS II CANGAIBA,ELOISA PAWELSKI,PSICOLOGO,2021-09-01,,40005946,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-30,2024-08-30,Atestado
2786753,UBS DR. ANTONIO P. F. VILALLOBO,ELSE DE ROECK,MEDICO GENERALISTA,2022-01-05,,40005948,SEG A QUI - 08:00 12:00 13:00 19:00,40,Ativo,2024-08-28,2024-08-29,Atestado
2751933,HOSPITAL DIA PENHA,FEDERICO AGIRRE,TECNICO DE ENFERMAGEM,2023-12-04,,40005952,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Af.Previdência,2024-08-05,2024-08-19,Atestado
2751933,HOSPITAL DIA PENHA,FEDERICO AGIRRE,TECNICO DE ENFERMAGEM,2023-12-04,,40005952,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Af.Previdência,2024-08-20,,Af.Ac.Trabalho
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BENEDICT ABELS,AUXILIAR DE ENFERMAGEM,2023-12-04,,40005953,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-03,2024-08-16,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BENEDICT ABELS,AUXILIAR DE ENFERMAGEM,2023-12-04,,40005953,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-22,2024-08-22,Atestado
2751933,HOSPITAL DIA PENHA,JUD ALLPRESS,TECNICO DE ENFERMAGEM,2023-12-04,,40005954,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-15,2024-08-17,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,ADENA BOYES,FISIOTERAPEUTA,2023-12-04,,40005961,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-07-02,2024-08-13,Af.Previdência
2751933,HOSPITAL DIA PENHA,LINNIE MESSINGHAM,AUXILIAR ADMINISTRATIVO,2023-12-04,,40005963,06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA,36,Demitido,2024-08-03,2024-08-05,Atestado
2751933,HOSPITAL DIA PENHA,LINNIE MESSINGHAM,AUXILIAR ADMINISTRATIVO,2023-12-04,,40005963,06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA,36,Demitido,2024-08-06,2024-08-09,Atestado
2787776,UBS JARDIM SAO FRANCISCO,ALICEA HEANEY,TECNICO FARMACIA,2023-12-04,,40005964,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-31,2024-08-04,Atestado
2787776,UBS JARDIM SAO FRANCISCO,ALICEA HEANEY,TECNICO FARMACIA,2023-12-04,,40005964,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-30,2024-08-30,Atestado
3304566,UAA - MASCULINA PENHA,BLANCH IZAKSON,AGENTE REDUTOR DE DANOS,2023-12-04,,40005965,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,2024-08-14,2024-08-14,Atestado
2787032,UBS ENGENHEIRO TRINDADE,TERREL NERGER,APRENDIZ,2023-12-04,,40005968,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-26,2024-08-26,Atestado
2787032,UBS ENGENHEIRO TRINDADE,TERREL NERGER,APRENDIZ,2023-12-04,,40005968,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-29,2024-08-30,Atestado
6592899,AMA VILA SILVIA,ADE BENOI,AUXILIAR ADMINISTRATIVO,2023-12-04,,40005970,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Ativo,2024-08-09,2024-08-09,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,RENATO VAISSIERE,APRENDIZ,2023-12-11,,40005982,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-26,2024-08-27,Atestado
2752328,UBS PARQUE ARTHUR ALVIM,DOMINIQUE MCCOTTER,DENTISTA CLINICO,2023-12-11,,40005987,15:00 - 19:00 (SEG. A SEX.),20,Ativo,2024-08-22,2024-08-23,Atestado
2752328,UBS PARQUE ARTHUR ALVIM,DOMINIQUE MCCOTTER,DENTISTA CLINICO,2023-12-11,,40005987,15:00 - 19:00 (SEG. A SEX.),20,Ativo,2024-08-26,2024-08-26,Atestado
2752328,UBS PARQUE ARTHUR ALVIM,DOMINIQUE MCCOTTER,DENTISTA CLINICO,2023-12-11,,40005987,15:00 - 19:00 (SEG. A SEX.),20,Ativo,2024-08-30,2024-08-30,Atestado
2752328,UBS PARQUE ARTHUR ALVIM,ROXANE ISKOWER,FARMACEUTICO,2023-12-11,,40005990,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-16,2024-08-20,Atestado
2027070,UBS PADRE MANOEL DA NOBREGA,KAIA DAWKINS,APRENDIZ,2023-12-11,,40005994,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-19,2024-08-19,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,BAILEY CHICK,APRENDIZ,2023-12-11,,40005997,SEG A SEX - 07:00 10:00 10:15 13:00,30,Ativo,2024-08-21,2024-08-22,Atestado
2787806,UBS JARDIM SAO NICOLAU,SABA MCELHARGY,APRENDIZ,2023-12-11,,40005998,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,2024-08-05,2024-08-08,Atestado
2787806,UBS JARDIM SAO NICOLAU,SABA MCELHARGY,APRENDIZ,2023-12-11,,40005998,11:00 - 14:00 - 14:15 - 17:00 (SEG. A SEX.) - APRENDIZ,30,Ativo,2024-08-27,2024-09-02,Atestado
6592899,UBS VILA SILVIA,MADELON BURCHNALL,APRENDIZ,2023-12-11,,40005999,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-09,2024-08-09,Atestado
6387640,CAPS INFANTO-JUVENIL III PENHA,LORNA MEEGAN,OFICINEIRO,2023-12-11,,40006002,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,2024-07-31,2024-08-01,Atestado
2788721,UBS VILA ARICANDUVA,EGOR DE'ATH,MEDICO PSIQUIATRA,2023-12-11,,40006003,SEG E QUA - 08:00 11:00 11:15 13:15/ TER E QUI - 08:00 13:00 14:00 19:00,30,Ativo,2024-08-08,2024-08-09,Atestado
2788721,UBS VILA ARICANDUVA,EGOR DE'ATH,MEDICO PSIQUIATRA,2023-12-11,,40006003,SEG E QUA - 08:00 11:00 11:15 13:15/ TER E QUI - 08:00 13:00 14:00 19:00,30,Ativo,2024-08-29,2024-08-29,Atestado
2751933,HOSPITAL DIA PENHA,GIBB ECCLESHALL,TECNICO DE ENFERMAGEM,2023-12-26,,40006012,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-08,2024-08-11,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,KONRAD MATTISSON,EDUCADOR FISICO,2022-03-01,,40006027,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-26,Férias
5268125,AMA MAURICE PATE,TANIA BIGNOLD,AUXILIAR DE ENFERMAGEM,2023-12-26,,40006029,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-05,2024-08-05,Atestado
2788888,UBS EMILIO SANTIAGO,HILDY PABEL,AUXILIAR DE SAUDE BUCAL,2024-01-11,,40006034,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2024-06-21,2025-04-16,Licença Mater.
2787806,UBS JARDIM SAO NICOLAU,TORY LEFTBRIDGE,APRENDIZ,2024-01-08,,40006035,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-13,2024-08-14,Atestado
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,CHERIN SCURRELL,APRENDIZ,2024-01-08,,40006038,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-21,2024-08-21,Atestado
4049926,UBS JOSE DE ANCHIETA,MARGEAUX PEPON,TECNICO FARMACIA,2023-05-02,,40006042,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-14,2024-08-15,Atestado
4049926,UBS JOSE DE ANCHIETA,MARGEAUX PEPON,TECNICO FARMACIA,2023-05-02,,40006042,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-19,Atestado
4049926,UBS JOSE DE ANCHIETA,MARGEAUX PEPON,TECNICO FARMACIA,2023-05-02,,40006042,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-30,2024-08-30,Atestado
4049926,UBS JOSE DE ANCHIETA,GAYE JANEK,MEDICO CLINICO GERAL,2024-01-08,,40006053,SEG E SEX - 07:00 12:00 13:00 18:00,20,Ativo,2024-08-19,2024-08-19,Atestado
4049926,UBS JOSE DE ANCHIETA,GAYE JANEK,MEDICO CLINICO GERAL,2024-01-08,,40006053,SEG E SEX - 07:00 12:00 13:00 18:00,20,Ativo,2024-08-30,2024-08-30,Atestado
4049926,UBS JOSE DE ANCHIETA,BERTIE TOLLEY,MEDICO GINECOLOGISTA,2024-01-11,,40006056,SEG - 08:00 12:00 13:00 19:00,10,Ativo,2024-08-05,2024-08-06,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,TIMOTHEUS WINDRAM,AUXILIAR ADMINISTRATIVO,2024-01-08,,40006058,10:00 - 13:00 - 13:15 - 16:15 (SEG A SAB),36,Ativo,2024-08-29,2024-08-29,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,HELENE KLEINPLATZ,AGENTE COMUNITARIO DE SAUDE,2024-01-08,,40006059,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,2024-08-16,2025-06-11,Licença Mater.
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,SHAWNEE ESCALERA,AUXILIAR ADMINISTRATIVO,2024-01-08,,40006062,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-30,2024-08-01,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,JANIFER BLOWES,AUXILIAR DE ENFERMAGEM,2024-01-08,,40006066,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-07,2024-08-07,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,JANIFER BLOWES,AUXILIAR DE ENFERMAGEM,2024-01-08,,40006066,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-15,2024-08-15,Atestado
4049926,UBS JOSE DE ANCHIETA,CHARMAIN JOZWIK,FARMACEUTICO,2024-01-08,,40006067,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-07,2024-08-08,Atestado
2786753,UBS DR. ANTONIO P. F. VILALLOBO,REETA DUPOY,ENFERMEIRO ESF,2024-01-22,,40006079,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-06,2024-08-08,Atestado
4049926,UBS JOSE DE ANCHIETA,TERZA IVES,DENTISTA CLINICO,2024-01-22,,40006082,15:00 - 19:00 (SEG. A SEX.),20,Ativo,2024-08-12,2024-08-12,Atestado
4049926,UBS JOSE DE ANCHIETA,TERZA IVES,DENTISTA CLINICO,2024-01-22,,40006082,15:00 - 19:00 (SEG. A SEX.),20,Ativo,2024-08-14,2024-08-15,Atestado
3382613,CEO II PENHA - CENTRO DE ESPECIALIDADES,AGRETHA DURRELL,AUXILIAR ADMINISTRATIVO,2024-01-22,,40006088,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-28,2024-08-29,Atestado
6592899,P.A.I AMA/UBS INTEGRADA VILA SILVIA,GARRY LAFLIN,ACOMPANHANTE COMUNITARIO,2024-01-22,,40006092,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-22,2024-08-23,Atestado
6592899,P.A.I AMA/UBS INTEGRADA VILA SILVIA,KENDAL ABDEE,ACOMPANHANTE COMUNITARIO,2024-02-05,,40006114,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-03,2024-09-07,Atestado
6592899,P.A.I AMA/UBS INTEGRADA VILA SILVIA,VONNIE OXENFORD,ACOMPANHANTE COMUNITARIO,2022-01-03,,40006116,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-05,2024-09-03,Férias
2751933,HOSPITAL DIA PENHA,LUCE FERRONIER,TECNICO DE ENFERMAGEM,2024-02-05,,40006120,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Af.Previdência,2024-07-10,,Af.Previdência
2042827,AMA JARDIM NORDESTE - 24 HS,AHMAD LEFWICH,AUXILIAR ADMINISTRATIVO,2024-02-19,,40006123,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-05,2024-08-06,Atestado
7641974,CER III PENHA,TAD PETRULIS,TERAPEUTA OCUPACIONAL,2024-02-19,,40006125,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-08-01,2024-08-02,Atestado
7641974,CER III PENHA,TAD PETRULIS,TERAPEUTA OCUPACIONAL,2024-02-19,,40006125,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-08-13,2024-08-19,Atestado
2786729,UBS A. E. DE CARVALHO,DEBERA SEIVWRIGHT,TECNICO DE ENFERMAGEM,2024-02-19,,40006126,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-08,2024-08-09,Atestado
2786729,UBS A. E. DE CARVALHO,GOLDINA VAN LEIJS,APRENDIZ,2024-02-26,,40006133,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,2024-08-13,2024-08-14,Atestado
9844597,CER PARQUE ARTHUR ALVIM,ROSABELLE BROUARD,TERAPEUTA OCUPACIONAL,2024-03-04,,40006136,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-26,2024-08-27,Atestado
2788721,UBS VILA ARICANDUVA,MAXIE FOLLOWS,AUXILIAR DE ENFERMAGEM,2024-03-04,,40006140,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-22,2024-08-23,Atestado
6387640,CAPS INFANTO-JUVENIL III PENHA,TRULA RUBEL,TERAPEUTA OCUPACIONAL,2024-03-04,,40006142,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,2024-08-08,2024-08-14,Atestado
6387640,CAPS INFANTO-JUVENIL III PENHA,TRULA RUBEL,TERAPEUTA OCUPACIONAL,2024-03-04,,40006142,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,2024-08-22,2024-08-28,Atestado
2787806,UBS JARDIM SAO NICOLAU,LORENE CAMPEY,TECNICO FARMACIA,2024-03-04,,40006149,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2024-08-27,2024-08-28,Atestado
2787806,UBS JARDIM SAO NICOLAU,LORENE CAMPEY,TECNICO FARMACIA,2024-03-04,,40006149,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2024-08-29,2024-09-12,Atestado
2787806,UBS JARDIM SAO NICOLAU,LORENE CAMPEY,TECNICO FARMACIA,2024-03-04,,40006149,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2024-09-13,,Af.Previdência
4049926,UBS JOSE DE ANCHIETA,OREN JOCIC,AUXILIAR DE ENFERMAGEM,2019-12-02,,40006157,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-12,2024-08-21,Férias
2027070,UBS PADRE MANOEL DA NOBREGA,KRISTAN STOCKLEY,ENFERMEIRO,2021-06-21,,40006159,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-24,Férias
2787032,UBS ENGENHEIRO TRINDADE,NELLY BEND,AUXILIAR DE ENFERMAGEM,2022-09-19,,40006161,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-30,2024-09-05,Atestado
6592899,AMA VILA SILVIA,SHAWNEE SCRANGE,GERENTE DE UNIDADE DE SAUDE,2024-03-06,,40006162,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-07-31,2024-08-03,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,MATTHIAS ROTHMAN,GERENTE DE UNIDADE DE SAUDE,2022-07-11,,40006170,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-04,2024-08-05,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),BRAN LOCARD,ACOMPANHANTE COMUNITARIO,2024-03-18,,40006172,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-30,2024-08-30,Atestado
2786923,UBS CIDADE PATRIARCA,KAROL MATHESON,ENFERMEIRO,2024-03-18,,40006174,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-23,2024-08-23,Atestado
4049926,UBS JOSE DE ANCHIETA,SIDONIA DANIELSEN,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006175,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-18,2024-08-20,Atestado
4049926,UBS JOSE DE ANCHIETA,SIDONIA DANIELSEN,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006175,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-21,2024-08-21,Atestado
4049926,UBS JOSE DE ANCHIETA,SIDONIA DANIELSEN,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006175,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-27,Atestado
4049926,UBS JOSE DE ANCHIETA,SIDONIA DANIELSEN,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006175,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-29,2024-08-30,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,SIEGFRIED MATYUKON,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006178,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Ativo,2024-08-06,2024-08-07,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,SIEGFRIED MATYUKON,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006178,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Ativo,2024-08-24,2024-08-24,Atestado
3304566,CAPS ALCOOL E DROGAS III PENHA,REECE MCGLONE,TERAPEUTA OCUPACIONAL,2024-03-18,,40006179,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-12,2024-08-12,Atestado
3304566,CAPS ALCOOL E DROGAS III PENHA,REECE MCGLONE,TERAPEUTA OCUPACIONAL,2024-03-18,,40006179,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-21,2024-08-21,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,HANA LOODY,AUXILIAR DE ENFERMAGEM,2024-03-18,,40006180,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-23,2024-08-23,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,HANA LOODY,AUXILIAR DE ENFERMAGEM,2024-03-18,,40006180,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-26,2024-08-26,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,HANA LOODY,AUXILIAR DE ENFERMAGEM,2024-03-18,,40006180,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-27,2024-08-30,Atestado
7641974,CER III PENHA,MORGANNE WAYE,TERAPEUTA OCUPACIONAL,2024-03-18,,40006184,14:00 - 18:00 (SEG A SEX),20,Ativo,2024-08-22,2024-08-22,Atestado
5268125,AMA MAURICE PATE,MORTIMER JIRICK,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006195,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-07-29,2024-08-05,Atestado
5268125,AMA MAURICE PATE,MORTIMER JIRICK,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006195,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-13,2024-08-17,Atestado
5268125,AMA MAURICE PATE,MORTIMER JIRICK,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006195,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-19,2024-08-25,Atestado
5268125,AMA MAURICE PATE,ROBIN HARRAP,ENFERMEIRO,2024-03-18,,40006196,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-14,2024-08-14,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,TILDA CHAPPELL,AUXILIAR ADMINISTRATIVO,2024-03-18,,40006200,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-16,2024-08-17,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,MINNY BILLSON,AUXILIAR DE ENFERMAGEM,2024-03-21,,40006207,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-19,2024-08-20,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,MINNY BILLSON,AUXILIAR DE ENFERMAGEM,2024-03-21,,40006207,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-21,2024-08-23,Atestado
2752328,UBS PARQUE ARTHUR ALVIM,GERRI DEGLI ANTONI,AUXILIAR DE ENFERMAGEM,2024-03-21,,40006210,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-15,2024-08-16,Atestado
2752328,UBS PARQUE ARTHUR ALVIM,GERRI DEGLI ANTONI,AUXILIAR DE ENFERMAGEM,2024-03-21,,40006210,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-17,2024-08-23,Atestado
5268125,AMA MAURICE PATE,KELLYANN CRISALL,TECNICO FARMACIA,2024-03-21,,40006213,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-23,2024-08-25,Atestado
5268125,AMA MAURICE PATE,NICHOLE SKITTREAL,AUXILIAR ADMINISTRATIVO,2024-03-21,,40006215,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,2024-08-07,2024-08-09,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,BILLYE FRANSSEN,AUXILIAR ADMINISTRATIVO,2024-03-21,,40006216,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-20,2024-08-21,Atestado
5268125,AMA MAURICE PATE,DANITA WHISKERD,AUXILIAR DE ENFERMAGEM,2024-03-25,,40006225,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-31,2024-08-31,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,FIELD SAUNDER,ENFERMEIRO,2024-03-25,,40006227,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-30,2024-08-30,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,FIELD SAUNDER,ENFERMEIRO,2024-03-25,,40006227,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-31,2024-08-31,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BROCKIE LIMMER,ENFERMEIRO,2024-03-25,,40006229,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-22,2024-08-22,Atestado
7641974,CER III PENHA,KAYNE DOWZELL,PSICOLOGO,2022-02-01,,40006230,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-24,2024-08-07,Férias
7641974,CER III PENHA,DARLINE LOTHLORIEN,PSICOLOGO,2022-02-07,,40006231,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-14,2024-08-14,Atestado
7641974,CER III PENHA,DARLINE LOTHLORIEN,PSICOLOGO,2022-02-07,,40006231,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-19,Atestado
2786923,UBS CIDADE PATRIARCA,MARLIE O'KEEVAN,AUXILIAR DE ENFERMAGEM,2024-03-25,,40006235,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-01,2024-08-02,Atestado
2786923,UBS CIDADE PATRIARCA,MARLIE O'KEEVAN,AUXILIAR DE ENFERMAGEM,2024-03-25,,40006235,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-19,2024-08-21,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,SIOUX EWINGTON,ENFERMEIRO,2024-03-26,,40006254,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-20,2024-08-21,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,BARRET KALKHOVEN,AUXILIAR DE ENFERMAGEM,2024-03-26,,40006257,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-30,2024-08-31,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,DONELLE TRUDER,ENFERMEIRO,2024-03-26,,40006266,SEG A SAB - 16:00 19:00 19:15 22:15,36,Ativo,2024-08-26,2024-08-26,Atestado
